id,company,country,countryregion,product_categories,brandnames,link_details
45184,SCORETEX GmbH,Germany (DE),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45184
43121,Scott International,India (IN),Karnataka,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43121
33445,SCPRODUCTION,Tunisia (TN),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33445
34593,Screen Belgium NV,Belgium (BE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34593
44037,SDS CLOTHING INDIA PVT LTD,India (IN),Uttar Pradesh,"Babywear, Children's wear, Fabrics, Garments, Ladieswear, Men's wear, Yarns, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44037
33866,SE.LE.MA. SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33866
46050,Section Seven Apparels Limited,Bangladesh (BD),Chittagong,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46050
31032,SEDA ORME KUMAS SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31032
2897,"Seduno Group Co.,Ltd.",China (CN),NULL,Babywear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2897
35858,Seethalakshmi Tex,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35858
33843,SEFA,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33843
26037,Seidra Textilwerke Gesm. b. H,Austria (AT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26037
46102,Sekan Studio ApS,Denmark (DK),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46102
39735,Sekawati Impex,India (IN),Rajasthan,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39735
8919,SEKEM Europe GmbH,Germany (DE),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Accessories, Home Textiles, Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/8919
44217,Sekem USA,United States (US),Delaware,"Accessories, Babywear, Ladieswear, Children's wear, Men's wear, Home Textiles, Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44217
31103,SEKEROGULLARI KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31103
28936,SELECTA COMO SPA,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28936
20619,SELECTED TEXTILES S.A.,Greece (GR),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/20619
47023,Selin Tekstil San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,"Accessories, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47023
35764,SELLTEX NOVA SP. Z O.O.,Poland (PL),NULL,Socks,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35764
45657,SELS-WASH,Morocco (MA),NULL,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45657
43288,Selva Vinayakar Fabric,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43288
40727,SELVALAKSHMI BLEACHING & DYEING,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40727
25545,SEPTONA - BULGARIA MANUFACTURING SITE,Bulgaria (BG),NULL,Hygiene products,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25545
25546,SEPTONA SA,Greece (GR),NULL,Hygiene products,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25546
35186,Serafim Pereira Lda,Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35186
46221,Seral Ev Ve Otel Tekstil San.Tic.A.S.,Türkiye (TR),NULL,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46221
43286,SERBEND TARIM HAYVANCILIK GIDA INSAAT TEKSTIL ENERJI SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43286
25672,Serendipity Aps.,Denmark (DK),NULL,"Babywear, Children's wear, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25672
31046,Serica 1870 srl,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31046
44559,Sericenter,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44559
47092,SERICYNE SAS,France (FR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47092
32267,Seride srl,Italy (IT),NULL,"Fabrics, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32267
19517,Sezginler Boyama Apre San. Tic. Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/19517
37258,SFATE & COMBIER,France (FR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37258
31464,SG Pamuk Tekstil San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31464
37075,SGM DOGAL TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI- BABADAG FABRIKA SUBESI,Türkiye (TR),NULL,"Children's wear, Ladieswear, Men's wear, Yarns, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37075
46100,SGM HAZIR GIYIM VE TEKSTIL TICARET SANAYI LIMITED SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46100
27564,SGS KUMASCILIK TEKSTIL SANAYI TICARET LIMITED SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27564
46877,"Shaanxi Holiway Garments Co., Ltd.",China (CN),NULL,Babywear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46877
27422,"Shaanxi Qinyuan Textile Co., Ltd.",China (CN),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27422
32884,"Shaanxi Xingzhou Textile Technology Co.,LTD",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32884
41190,Shad Fashion Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41190
27636,SHAEHAN,"Korea, Republic of (KR)",NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27636
28990,Shafi Texcel Limited,Pakistan (PK),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28990
45608,SHAH FATEHULLAH TEXTILE MILLS LIMITED.,Bangladesh (BD),Dhaka,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45608
10965,Shamser Knit Fashions Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/10965
811,Shamsuddin Spinning Mills Ltd.,Bangladesh (BD),Dhaka,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/811
38316,Shan Industries,Pakistan (PK),NULL,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38316
45718,"Shan Tou Ying Hing Fashion Co., Ltd.",China (CN),NULL,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45718
43178,SHAN TRADERS,Pakistan (PK),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43178
15650,"Shandong Aobo Environmental Protection Technology Co., Ltd.",China (CN)<br>,NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/15650
46676,"Shandong Baisetang Textile Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46676
33598,"Shandong Charming Hometextiles Co.,Ltd.",China (CN),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33598
46209,"Shandong Runsheng Textile Import and Export Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46209
46651,"Shandong Sankang Fiber Technology Co.,Ltd",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46651
29521,"Shandong Sanmian Textile Co., Ltd.",China (CN),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29521
35813,"Shandong Shengrun Textile Co.,Ltd.",China (CN),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35813
46809,"SHANDONG TEXTILES IMP.&EXP.QINGDAO HUARUI TRADE CO.,LTD",China (CN),NULL,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46809
45532,Shandong Weiqiao Hengfu Textile Limited,China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45532
43238,"Shandong Weiqiao Super Width Printing & Dyeing Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43238
46695,"Shandong Yishui Guangheng Knitwear Co., Ltd.",China (CN),NULL,"Babywear, Ladieswear, Children's wear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46695
46536,"Shanghai Amber International Trade Co., Ltd.",China (CN),NULL,"Fabrics, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46536
46973,"Shanghai Biorun International Enterprise Co., Ltd",China (CN),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46973
44353,"Shanghai Daya Import & Export Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44353
39556,"Shanghai Fabric Technology Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39556
36702,"Shanghai Fabulous International Trade Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36702
2342,"Shanghai Fashionorganic Co.,Ltd.",China (CN),NULL,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2342
42779,"SHANGHAI HAO CHENG TEXTILES CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42779
43124,"Shanghai Horizon Garment Co., Ltd.",China (CN),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43124
43818,"Shanghai Huatai International Trading Co., Ltd.",China (CN),NULL,Leasure wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43818
46032,SEHYOG ENTERPRISES,India (IN),Punjab,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46032
37830,SEIDENSTICKER INTERNATIONAL LIMITED,Hong Kong (HK) - SAR of China,NULL,"Children's wear, Fabrics, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37830
11346,"SEMPRI, Inh. S. Özkan",Germany (DE),NULL,"Babywear, Children's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/11346
30593,Senatex GmbH,Germany (DE),NULL,"Ladieswear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30593
35228,Senbagam Process,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35228
45029,SENPA BOYA BASKI APRE KUMAS SANAYI VE TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45029
43730,Senthilkumar Textile Mills Private Limited,India (IN),Tamil Nadu,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43730
31009,SEONG SIL APPAREL,"Korea, Republic of (KR)",NULL,"Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31009
31736,Sepal Garments Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31736
36430,Sepal Washing Plant Ltd.,Bangladesh (BD),Dhaka,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36430
41545,Sera Dokuma Tekstil,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41545
47013,SERVIZI E SETA SRL,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47013
36154,SERVIZI E SETA SRL,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36154
32202,Sesa srl,Italy (IT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32202
35679,Sesha Exports,India (IN),Tamil Nadu,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35679
46034,SEVGİ SEYREK TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46034
1016,Şevkat Boya Emprime Baskı San. Ve Tic. Ltd. Şti.,Türkiye (TR),NULL,"Fabrics, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1016
25921,Sevkat Orme Tekstil San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25921
30338,SEVKET ERDEM,Türkiye (TR),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30338
1018,Seyfeli Tekstil San. Ve Tic. A.Ş.,Türkiye (TR),NULL,"Babywear, Children's wear, Fabrics, Garments, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1018
40474,Shah Makhdum Garments Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40474
41804,Shahbaz Garments Pvt. Ltd (Spinning Unit),Pakistan (PK),NULL,"Accessories, Raw Fibres, Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41804
36267,Shahi Exports Private Limited.,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36267
41983,SHAHI EXPORTS PVT LTD-WPD,India (IN),Karnataka,"Fabrics, Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41983
1519,Shahi Exports Pvt. Ltd.,India (IN),Karnataka,"Fabrics, Garments, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1519
42268,Shahi Exports Pvt. Ltd. Unit 7,India (IN),Karnataka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42268
1024,Shahi Exports Pvt.Ltd,India (IN),Uttar Pradesh,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1024
39436,Shahi Knits Private Limited,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39436
32859,SHAHKAM INDUSTRIES (PVT) LTD,Pakistan (PK),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32859
1025,Shahtaj Textile  Limited,Pakistan (PK),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1025
46247,SHAHZAD TEXTILE MILLS LTD. (HOISERY & SOCKS),Pakistan (PK),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46247
43970,Shaikat Knitwear,Bangladesh (BD),Dhaka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43970
47062,Shailakshmi Textiles,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47062
41438,SHAILENDER DYEING,India (IN),Uttar Pradesh,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41438
45908,SHAKAMBRI FABRICS PRIVATE LIMITED,India (IN),Maharashtra,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45908
38227,Shakthi Knitting Private Limited,India (IN),Tamil Nadu,"Babywear, Children's wear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38227
44867,"Shanghai C&K Garment Co., Ltd.",China (CN),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44867
39785,"Shanghai Caiming Garment Co., Ltd (Taihe Branch)",China (CN),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Underwear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39785
32516,"Shanghai Cathaya International Trading Co., Ltd.",China (CN),NULL,"Babywear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32516
39780,"Shanghai Challenge Textile Co.,Ltd",China (CN),NULL,"Fabrics, Garments, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39780
34478,"SHANGHAI MY INTERNATIONAL TRADING CO.,LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34478
45796,"Shanghai Northern Linen Industrial Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45796
43696,"Shanghai Pinnuo Accessory Co., Ltd.",China (CN),NULL,"Accessories, Fabrics",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43696
45770,"Shanghai Rongyu Garment Co., Ltd.",China (CN),NULL,"Ladieswear, Children's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45770
29411,Shanghai Alltex Technology CO.Ltd.,China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29411
43222,"Shanghai Chanco Enterprise Development Co., Ltd.",China (CN),NULL,"Fabrics, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43222
43321,"Shanghai Chenyuan Socks Co., Ltd.",China (CN),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43321
44119,"Shanghai Ching's Tin Lung Headwear Manufacturing Co., Ltd.",China (CN),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44119
45606,"SHANGHAI CHINO SOL HOME TEXTILE CO., LTD",China (CN),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45606
32906,"Shanghai Colorich Textile Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32906
46970,"Shanghai Desaley Co., Ltd.",China (CN),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46970
41498,"SHANGHAI DOREMY TEXTILE CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41498
28552,"SHANGHAI EASTERN TEXTILES IMP.&EXP.CO., LTD",China (CN),NULL,"Babywear, Ladieswear, Children's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28552
43881,Shanghai Giston Garment Company Limited,China (CN),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43881
43959,"Shanghai Gloves & Headwear I/E Co., Ltd.",China (CN),NULL,"Accessories, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43959
43236,"Shanghai Grand Wing International Trading Co., Ltd.",China (CN),NULL,"Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43236
34286,"SHANGHAI HANLI CO.,LTD.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34286
43300,"SHANGHAI JASON TEXTILE CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43300
28695,Shanghai Jianglong Import & Export Corp.,China (CN),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28695
44862,"Shanghai Jinwan Garment Co., Ltd.",China (CN),NULL,Children's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44862
39515,"Shanghai JIXU International Trade Co.,Ltd",China (CN),NULL,"Accessories, Babywear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39515
42967,"Shanghai JL Fashion Co., Ltd.",China (CN),NULL,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42967
31544,"Shanghai Joy-Tex Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31544
33606,"Shanghai Joyky Fashion Co.,Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33606
45634,"Shanghai PUG Co.,Ltd",China (CN),NULL,"Children's wear, Men's wear","Room 331 ,26 yangxindong Road,",/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45634
43997,"Shanghai Qidu Textile Co.,Ltd",China (CN),NULL,"Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43997
31989,"SHANGHAI QUINSAH INTERNATIONAL TRADING CO.,LTD",China (CN),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31989
46360,"SHANGHAI RONGHUAN TEXTILE CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46360
40941,SHANGHAI GARMENT GROUP IMP. & EXP. CORP.,China (CN),NULL,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40941
35465,SHREE KADAESWARA COMPACTERS,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35465
43284,SHREE KARPAGA VINAYAKAR TEXTILE,India (IN),Tamil Nadu,"Accessories, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43284
34014,"Shanghai Saco Knitting Co., Ltd.",China (CN),NULL,"Ladieswear, Children's wear, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34014
34961,"SHANGHAI SAITE IMPORT AND EXPORT CO.,LTD",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34961
45460,"Shanghai Sanjin Import and Export Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45460
43294,"Shanghai Shengang Tracery Products Co., Ltd.",China (CN),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43294
19524,"Shanghai Shenshu Textile Co.,Ltd.",China (CN),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/19524
32150,"Shanghai Silk Group Co., Ltd.",China (CN),NULL,"Babywear, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32150
29970,"Shanghai Sinotex United Corp.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29970
35605,"Shanghai Style Fashion Accessories Co., Ltd.",China (CN),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35605
44121,"SHANGHAI SUNFUND I/E CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44121
46662,"Shanghai Yituo Network Technology Co.,Ltd（SilkSilky）",China (CN),NULL,"Accessories, Ladieswear, Children's wear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46662
46962,"Shanghai Zihui Textile Decoration Co., Ltd.",China (CN),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46962
44813,"Shangqiu Huifeng Cotton Industry Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44813
46774,"Shangqiu Real Bright Textile Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46774
45488,Shangu TEX-2 Ltd.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45488
47071,Shankar6 Cotton Fibers Private Limited,India (IN),Gujarat,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47071
35591,"SHANXI GREENLAND TEXTILE CO., LTD.",China (CN),NULL,"Fabrics, Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35591
30411,"Shaoguan Beijiang Smart Textile Technology Co., Ltd（Prosperity Textile Co Ltd）",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30411
46113,"Shaoxing Aiyi Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46113
